CONFIG_configId,CONFIG_playerCount,CONFIG_numRounds,CONFIG_showNRounds,CONFIG_endowment,CONFIG_multiplier,CONFIG_allOrNothing,CONFIG_chat,CONFIG_defaultContribProp,CONFIG_punishmentExists,CONFIG_punishmentCost,CONFIG_punishmentMagnitude,CONFIG_rewardExists,CONFIG_rewardCost,CONFIG_rewardMagnitude,CONFIG_showOtherSummaries,CONFIG_showPunishmentId,CONFIG_showRewardId,CONFIG_contributionDuration,CONFIG_outcomeDuration,CONFIG_summaryDuration,CONFIG_basePay,CONFIG_conversionRate,CONFIG_treatmentName,CONFIG_punishmentTech,CONFIG_MPCR,CONFIG_scaledPunishmentCost,CONFIG_MPCR_adjusted,CONFIG_rewardTech,efficiency_p,efficiency_np
166,13,14,False,20,4.4,True,False,1,True,4,7.0,True,4,3.0,True,True,True,45,45,45,1.4,300,166_T,1.75,0.34,0.2,0.37,0.75,0.6546266233766234,0.6450708382526563
167,5,22,True,20,2.4,False,True,0,True,2,6.0,False,2,2.0,False,False,False,45,45,45,2.2,300,167_T,3.0,0.48,0.1,0.48,1.0,0.8899621212121213,0.9971590909090908
169,12,23,True,20,1.5,True,False,1,True,1,1.0,False,1,1.0,False,True,True,45,45,45,2.3,300,169_T,1.0,0.12,0.05,0.12,1.0,0.7722438391699092,0.7776470588235294
170,19,11,False,20,7.9,False,False,1,True,2,4.0,False,2,2.0,True,True,True,45,45,45,1.1,300,170_T,2.0,0.42,0.1,0.42,1.0,0.8000744601638123,0.6270668039488826
172,9,13,True,20,2.9,False,False,0,True,3,8.0,False,3,3.0,True,True,True,45,45,45,1.3,300,172_T,2.67,0.32,0.15,0.32,1.0,0.7007073386383731,0.4678381962864721
173,17,21,False,20,7.9,True,True,1,True,2,3.0,True,2,3.0,False,False,False,45,45,45,2.1,300,173_T,1.5,0.46,0.1,0.46,1.5,0.8342659771534424,0.8564337127255965
174,14,8,True,20,3.1,False,True,1,True,1,2.0,True,1,1.0,True,False,False,45,45,45,0.8,300,174_T,2.0,0.22,0.05,0.22,1.0,0.8034274193548387,0.8877171215880894
175,4,30,False,20,2.4,True,False,0,True,3,10.0,False,3,2.0,False,True,True,45,45,45,3.0,300,175_T,3.33,0.6,0.15,0.6,0.67,0.9140625,0.9270833333333334
178,17,12,True,20,1.1,False,True,1,True,4,13.0,False,4,6.0,False,True,True,45,45,45,1.2,300,178_T,3.25,0.06,0.2,0.06,1.5,0.8923796791443849,0.9820574162679426
179,10,19,False,20,6.9,True,False,0,True,1,2.0,True,1,1.0,True,False,False,45,45,45,1.9,300,179_T,2.0,0.69,0.05,0.69,1.0,0.9343125734430082,0.8108314263920672
180,7,11,False,20,4.3,False,True,0,True,2,3.0,False,2,3.0,False,True,True,45,45,45,1.1,300,180_T,1.5,0.61,0.1,0.61,1.5,0.564935064935065,0.8887043189368771
